SK_ID_CURR,pos_score
100002,0.4656839072704315
100003,0.4114129841327667
100004,0.46832340955734253
100006,0.39290404319763184
100007,0.40909406542778015
100008,0.4547227919101715
100009,0.3484289050102234
100010,0.5020668506622314
100011,0.46628764271736145
100012,0.3979676067829132
100014,0.43431147933006287
100015,0.6614259481430054
100016,0.44376271963119507
100017,0.354064017534256
100018,0.3716491758823395
100019,0.5095804929733276
100020,0.4000638723373413
100021,0.3719303011894226
100022,0.521499752998352
100023,0.4288230836391449
100025,0.41957205533981323
100026,0.4981866180896759
100027,0.4540586471557617
100029,0.4669229984283447
100030,0.44374918937683105
100032,0.46117666363716125
100033,0.6409016251564026
100034,0.42075932025909424
100035,0.5872313380241394
100036,0.40896075963974
100037,0.4353756904602051
100039,0.5505601763725281
100040,0.3766619563102722
100041,0.5510780811309814
100043,0.5100029110908508
100044,0.3964907228946686
100045,0.4384654462337494
100046,0.4874514043331146
100047,0.4263099431991577
100048,0.534126341342926
100049,0.344409316778183
100050,0.5080166459083557
100051,0.5462655425071716
100052,0.4630934000015259
100053,0.3997723460197449
100054,0.31356915831565857
100055,0.4328348934650421
100056,0.40173056721687317
100059,0.548209547996521
100060,0.6150490045547485
100061,0.36234310269355774
100062,0.49932926893234253
100063,0.5080623626708984
100064,0.6150156259536743
100068,0.4522946774959564
100069,0.3221505880355835
100070,0.499587744474411
100071,0.5155426859855652
100072,0.5051699280738831
100073,0.4297870099544525
100075,0.42909640073776245
100077,0.4799512028694153
100078,0.4760289490222931
100079,0.5206520557403564
100080,0.46463435888290405
100081,0.5020668506622314
100082,0.4884675145149231
100083,0.37527748942375183
100084,0.46727287769317627
100085,0.4576794505119324
100086,0.4939849376678467
100087,0.3814753293991089
100088,0.43294477462768555
100089,0.5020668506622314
100093,0.45491623878479004
100094,0.5923795700073242
100095,0.5273978114128113
100097,0.40253210067749023
100098,0.4627299904823303
100099,0.43205708265304565
100100,0.3556516766548157
100101,0.3893217146396637
100103,0.6477808356285095
100104,0.5703000426292419
100105,0.6337518095970154
100108,0.5108497738838196
100110,0.6340251564979553
100111,0.4149389863014221
100112,0.4421740770339966
100113,0.4650605618953705
100114,0.5245345830917358
100115,0.4905370771884918
100116,0.5381184220314026
100118,0.4241827726364136
100119,0.44837498664855957
100120,0.4411325454711914
100121,0.5082767009735107
100122,0.425228476524353
100123,0.3707834482192993
100124,0.5207125544548035
100125,0.4684090316295624
100126,0.457022100687027
100127,0.5174520611763
100130,0.3968616724014282
100131,0.45685404539108276
100132,0.4740126132965088
100133,0.3846185505390167
100135,0.4918689727783203
100136,0.3504238724708557
100137,0.4678095877170563
100138,0.4439430832862854
100139,0.4166467785835266
100142,0.5629472136497498
100143,0.42784300446510315
100144,0.3261314332485199
100145,0.4182220697402954
100146,0.4597167670726776
100147,0.5396074056625366
100148,0.5403385758399963
100149,0.7253478169441223
100151,0.44210052490234375
100152,0.5456764698028564
100153,0.40797343850135803
100154,0.46202361583709717
100155,0.4877375662326813
100156,0.46924954652786255
100157,0.39124795794487
100158,0.3812901973724365
100159,0.4246234893798828
100161,0.4990444481372833
100162,0.5374147295951843
100163,0.44803956151008606
100164,0.4377739131450653
100165,0.35494956374168396
100166,0.38471630215644836
100167,0.47094663977622986
100173,0.43114030361175537
100174,0.49071764945983887
100175,0.4630794823169708
100176,0.3643808364868164
100177,0.45148175954818726
100178,0.4833092987537384
100179,0.6117141842842102
100180,0.4683823585510254
100181,0.4654103219509125
100182,0.4725760221481323
100183,0.420427143573761
100185,0.3182983100414276
100186,0.5428418517112732
100188,0.45690247416496277
100189,0.5377081632614136
100190,0.3313663601875305
100191,0.40692248940467834
100193,0.5977580547332764
100194,0.49773046374320984
100196,0.3705191910266876
100197,0.43208548426628113
100198,0.3843124210834503
100199,0.4420609474182129
100200,0.5143309235572815
100201,0.549916684627533
100202,0.4147222340106964
100204,0.5020668506622314
100205,0.6057400703430176
100206,0.37604987621307373
100207,0.4551451802253723
100208,0.418516606092453
100209,0.4917351305484772
100210,0.4872558116912842
100211,0.4479036331176758
100213,0.6753339767456055
100214,0.5020371079444885
100215,0.3567264676094055
100216,0.4652649462223053
100217,0.3889578878879547
100218,0.5088778138160706
100219,0.46599122881889343
100220,0.5055703520774841
100221,0.42214828729629517
100224,0.5341920256614685
100225,0.7390084862709045
100226,0.4141852557659149
100227,0.4625723958015442
100228,0.4155106246471405
100229,0.44572409987449646
100230,0.51526939868927
100231,0.3598646819591522
100233,0.41064444184303284
100234,0.4487133026123047
100235,0.5115696787834167
100237,0.49687257409095764
100238,0.5088279843330383
100239,0.3564642369747162
100240,0.6663654446601868
100242,0.4498973488807678
100243,0.4605309069156647
100244,0.36586353182792664
100246,0.5060346126556396
100247,0.5529161095619202
100248,0.4641612470149994
100249,0.37362492084503174
100250,0.4594285786151886
100251,0.5159884691238403
100252,0.528112530708313
100254,0.550899088382721
100255,0.4093623459339142
100257,0.5098792314529419
100258,0.40593060851097107
100259,0.5015257000923157
100260,0.4115191400051117
100261,0.3537995517253876
100262,0.44604092836380005
100263,0.452385812997818
100264,0.536982536315918
100265,0.4479629397392273
100266,0.5690927505493164
100267,0.7051942944526672
100268,0.37361007928848267
100269,0.5349947810173035
100270,0.338702917098999
100272,0.44419389963150024
100273,0.6269558072090149
100274,0.5308360457420349
100275,0.41959285736083984
100276,0.46568793058395386
100277,0.39989471435546875
100279,0.44060763716697693
100281,0.4351009130477905
100283,0.4198172092437744
100284,0.32198119163513184
100285,0.47720786929130554
100286,0.5263761878013611
100287,0.42876917123794556
100288,0.4511091709136963
100289,0.42701292037963867
100290,0.5350428223609924
100291,0.5940238237380981
100292,0.4131576418876648
100293,0.42342814803123474
100294,0.4625087380409241
100296,0.4639562964439392
100297,0.4247027039527893
100298,0.4254217743873596
100299,0.34235700964927673
100300,0.6501219272613525
100301,0.4445270299911499
100302,0.5329111814498901
100303,0.5620539784431458
100304,0.6245458126068115
100305,0.4990696310997009
100307,0.7028250098228455
100308,0.41934749484062195
100309,0.5797810554504395
100310,0.4336879849433899
100313,0.4085855484008789
100314,0.3685372769832611
100315,0.6394433379173279
100316,0.47082552313804626
100317,0.5208801031112671
100319,0.4702821969985962
100320,0.4514400362968445
100321,0.43773090839385986
100322,0.4637092649936676
100323,0.4868244230747223
100324,0.36655816435813904
100325,0.5591742992401123
100326,0.44837498664855957
100327,0.3935084640979767
100328,0.4482881426811218
100329,0.4563087224960327
100332,0.4783363342285156
100333,0.41704806685447693
100334,0.39236152172088623
100335,0.418464332818985
100337,0.46599122881889343
100338,0.44802844524383545
100339,0.39458397030830383
100340,0.38605672121047974
100341,0.4461192190647125
100342,0.4626908302307129
100343,0.3951168954372406
100344,0.5631449818611145
100345,0.6308042407035828
100346,0.35969114303588867
100347,0.3546557128429413
100349,0.5064520835876465
100350,0.4252084791660309
100351,0.3884635269641876
100353,0.4588649868965149
100354,0.693503737449646
100355,0.3475898802280426
100356,0.4761201739311218
100357,0.45767590403556824
100359,0.45878252387046814
100360,0.5255237817764282
100361,0.4808408319950104
100362,0.38880306482315063
100363,0.4534110128879547
100364,0.4049092233181
100365,0.427916020154953
100368,0.4979257583618164
100369,0.5650396347045898
100370,0.36888962984085083
100371,0.50721675157547
100372,0.6053897738456726
100373,0.517562210559845
100374,0.5075023174285889
100375,0.6159849166870117
100376,0.5134459137916565
100377,0.46132588386535645
100378,0.5910558700561523
100379,0.4722454249858856
100380,0.45734459161758423
100381,0.3974973261356354
100383,0.4450676739215851
100387,0.4243067800998688
100388,0.3932032585144043
100389,0.38080033659935
100391,0.43514055013656616
100392,0.45479893684387207
100393,0.5224161148071289
100394,0.37953853607177734
100395,0.45283979177474976
100396,0.49021440744400024
100397,0.5530626773834229
100398,0.46142739057540894
100400,0.4314049184322357
100401,0.5314802527427673
100402,0.5175970792770386
100403,0.5691955089569092
100405,0.43377506732940674
100406,0.3656255602836609
100407,0.49021440744400024
100408,0.4077375531196594
100409,0.4412345290184021
100410,0.41554102301597595
100411,0.5067347288131714
100412,0.5216209888458252
100413,0.43424174189567566
100414,0.4607757031917572
100415,0.4625087380409241
100417,0.4229125678539276
100418,0.4124762713909149
100419,0.4148051142692566
100420,0.5001242756843567
100421,0.6340778470039368
100423,0.5165153741836548
100424,0.4972253441810608
100425,0.4248638153076172
100427,0.45717912912368774
100428,0.4136098325252533
100429,0.4580932855606079
100430,0.49042490124702454
100431,0.47749394178390503
100432,0.533238410949707
100433,0.41475170850753784
100434,0.4257383644580841
100435,0.381476491689682
100436,0.44393274188041687
100437,0.3454464375972748
100439,0.6657328605651855
100440,0.3390190303325653
100441,0.49916741251945496
100442,0.3832932412624359
100443,0.43930914998054504
100448,0.406245619058609
100449,0.5139870643615723
100451,0.3308940529823303
100452,0.5294145345687866
100453,0.7285031676292419
100455,0.49016743898391724
100456,0.541525661945343
100457,0.5140992999076843
100458,0.46117666363716125
100459,0.5867713689804077
100461,0.5730774998664856
100462,0.5252838134765625
100463,0.4944940507411957
100464,0.342795193195343
100465,0.40491798520088196
100468,0.4692379832267761
100470,0.3876214027404785
100472,0.47166964411735535
100473,0.47539687156677246
100475,0.5230269432067871
100476,0.5196144580841064
100477,0.5335766077041626
100478,0.44176873564720154
100479,0.447977215051651
100480,0.557736337184906
100481,0.38152921199798584
100482,0.5286811590194702
100485,0.3330642282962799
100486,0.3477863371372223
100487,0.44026488065719604
100489,0.41896897554397583
100490,0.46117666363716125
100491,0.5305419564247131
100492,0.42785897850990295
100493,0.4533354341983795
100495,0.5207832455635071
100496,0.5317793488502502
100497,0.4257771074771881
100498,0.463883638381958
100499,0.41448068618774414
100500,0.4293438494205475
100502,0.7138199806213379
100503,0.4840458631515503
100504,0.48108720779418945
100506,0.5575605034828186
100507,0.4057062566280365
100508,0.5244035720825195
100509,0.6008017659187317
100511,0.4919646978378296
100513,0.5200949907302856
100514,0.49953076243400574
100515,0.527596116065979
100516,0.3653193414211273
100518,0.45565980672836304
100519,0.4386022388935089
100520,0.40434321761131287
100521,0.479036420583725
