SK_ID_CURR,inst_score
100002,0.4752742648124695
100003,0.3631996214389801
100004,0.516723096370697
100006,0.3808020055294037
100007,0.4583660364151001
100008,0.374986469745636
100009,0.45545923709869385
100010,0.37336844205856323
100011,0.4311116337776184
100012,0.42074984312057495
100014,0.47178739309310913
100015,0.6736894845962524
100016,0.32926473021507263
100017,0.3094365894794464
100018,0.285783976316452
100019,0.5201947093009949
100020,0.3824063539505005
100021,0.3437890410423279
100022,0.5347771048545837
100023,0.4884110391139984
100025,0.5490482449531555
100026,0.37661322951316833
100027,0.35886725783348083
100029,0.41906973719596863
100030,0.47513967752456665
100032,0.5704131126403809
100033,0.7776160836219788
100034,0.3301447927951813
100035,0.5346446633338928
100036,0.5097811818122864
100037,0.3264365792274475
100039,0.29989299178123474
100040,0.5210501551628113
100041,0.549323320388794
100043,0.36380356550216675
100044,0.3882635533809662
100045,0.35579797625541687
100046,0.5183895826339722
100047,0.4327630400657654
100048,0.4704661965370178
100049,0.5240169763565063
100050,0.46466290950775146
100051,0.5241861343383789
100052,0.3620617687702179
100053,0.466283917427063
100054,0.4746847450733185
100055,0.4048751890659332
100056,0.4689311981201172
100059,0.28537464141845703
100060,0.39962950348854065
100061,0.34982290863990784
100062,0.3467751443386078
100063,0.5019951462745667
100064,0.3994896709918976
100068,0.5046105980873108
100069,0.434428870677948
100070,0.5583066344261169
100071,0.42788228392601013
100072,0.422712504863739
100073,0.5092023015022278
100075,0.413678377866745
100077,0.3677975833415985
100078,0.4539299011230469
100079,0.4971218407154083
100080,0.34115371108055115
100081,0.5010314583778381
100082,0.3999524712562561
100083,0.42540374398231506
100084,0.4298163056373596
100085,0.458955854177475
100086,0.4733206033706665
100087,0.662015974521637
100088,0.31826457381248474
100089,0.5996297001838684
100093,0.49724826216697693
100094,0.46869271993637085
100095,0.4618765711784363
100097,0.3970913887023926
100098,0.3837810754776001
100099,0.4158771336078644
100100,0.44504570960998535
100101,0.3809644281864166
100103,0.6940852999687195
100104,0.6110621690750122
100105,0.6837823987007141
100108,0.43043985962867737
100110,0.39282286167144775
100111,0.41461554169654846
100112,0.3762929439544678
100113,0.43805399537086487
100114,0.6558043360710144
100115,0.6462564468383789
100116,0.5628916025161743
100118,0.40360334515571594
100119,0.5105949640274048
100121,0.5388620495796204
100122,0.41194212436676025
100123,0.3688642978668213
100124,0.34658104181289673
100125,0.4780348837375641
100126,0.3737679421901703
100127,0.49672991037368774
100130,0.4310773015022278
100131,0.3771190345287323
100132,0.36244630813598633
100133,0.47991693019866943
100135,0.3266321122646332
100136,0.4054202139377594
100137,0.34564223885536194
100138,0.44318854808807373
100139,0.6382160186767578
100142,0.41432368755340576
100143,0.3421839475631714
100144,0.44608429074287415
100145,0.35379496216773987
100146,0.5534723401069641
100147,0.49801868200302124
100148,0.5511603951454163
100149,0.4692232012748718
100151,0.7195886969566345
100152,0.35375750064849854
100153,0.3234904706478119
100154,0.3350798785686493
100155,0.40105509757995605
100156,0.43783149123191833
100157,0.5135185122489929
100158,0.42492201924324036
100159,0.3099583089351654
100161,0.38185521960258484
100162,0.33741965889930725
100163,0.434404581785202
100164,0.3941320478916168
100165,0.2565208971500397
100166,0.44886696338653564
100167,0.4418925940990448
100173,0.7151913642883301
100174,0.3614603281021118
100175,0.4384465217590332
100176,0.41677913069725037
100177,0.458797812461853
100178,0.41160786151885986
100179,0.6828620433807373
100180,0.5725833773612976
100181,0.408062607049942
100182,0.5132930278778076
100183,0.5218528509140015
100185,0.38237059116363525
100186,0.5213273763656616
100188,0.5378952622413635
100189,0.6169735789299011
100190,0.43424123525619507
100191,0.27192020416259766
100193,0.40772131085395813
100194,0.3592575192451477
100196,0.4576283097267151
100197,0.5684763789176941
100198,0.6429227590560913
100199,0.6612935066223145
100200,0.4156504273414612
100201,0.5244880318641663
100202,0.42526546120643616
100204,0.4127783179283142
100205,0.6447760462760925
100206,0.3597903847694397
100207,0.4942920207977295
100208,0.4266565442085266
100209,0.3890179395675659
100210,0.6222566366195679
100211,0.5555123090744019
100213,0.549580991268158
100214,0.3623361587524414
100215,0.3740088939666748
100216,0.4445520341396332
100217,0.5534093379974365
100218,0.5717177987098694
100219,0.4854457974433899
100220,0.37296009063720703
100221,0.5691073536872864
100224,0.5145943760871887
100225,0.48883408308029175
100226,0.36852753162384033
100227,0.42446497082710266
100228,0.4479052722454071
100229,0.3631023168563843
100230,0.5017172694206238
100231,0.452493816614151
100233,0.5421339869499207
100234,0.4359012842178345
100235,0.5002536177635193
100237,0.4507893919944763
100238,0.40178143978118896
100239,0.40385201573371887
100240,0.371412068605423
100242,0.5069262981414795
100243,0.368119478225708
100244,0.4159044027328491
100246,0.49163496494293213
100247,0.45197775959968567
100248,0.32000818848609924
100249,0.447531521320343
100250,0.4172312617301941
100251,0.4701554775238037
100252,0.44138988852500916
100254,0.4705856442451477
100255,0.36450472474098206
100257,0.624941349029541
100258,0.3994659185409546
100259,0.4609964191913605
100260,0.5820631980895996
100261,0.5216993093490601
100262,0.3791334927082062
100263,0.48217740654945374
100264,0.6452915072441101
100265,0.5200830101966858
100266,0.629908561706543
100267,0.4366385340690613
100268,0.4653472900390625
100269,0.5097118020057678
100270,0.31485313177108765
100272,0.4052433967590332
100273,0.6225462555885315
100274,0.41159528493881226
100275,0.38604143261909485
100276,0.5110991597175598
100277,0.4060104191303253
100279,0.35642996430397034
100281,0.35039082169532776
100283,0.5151341557502747
100284,0.4753170311450958
100285,0.44061267375946045
100286,0.5415202379226685
100287,0.4163326323032379
100288,0.41699033975601196
100289,0.48263630270957947
100290,0.4922133982181549
100291,0.4294918477535248
100292,0.3618808686733246
100293,0.3496549725532532
100294,0.443115770816803
100296,0.5531069040298462
100297,0.3538520634174347
100298,0.48258909583091736
100299,0.3008491098880768
100300,0.5566203594207764
100301,0.4935000240802765
100302,0.6013744473457336
100303,0.49316972494125366
100304,0.39373522996902466
100305,0.4547771215438843
100307,0.4353657066822052
100308,0.4919344484806061
100309,0.44152548909187317
100310,0.3771250545978546
100313,0.44527894258499146
100314,0.5284513235092163
100315,0.3865300416946411
100316,0.3285618722438812
100317,0.4008079767227173
100319,0.6305935382843018
100320,0.5286752581596375
100321,0.4533267319202423
100322,0.3829454481601715
100323,0.34367725253105164
100324,0.4063165783882141
100325,0.6851920485496521
100326,0.5520740747451782
100327,0.5840798020362854
100328,0.33166760206222534
100329,0.34942883253097534
100332,0.4934476912021637
100333,0.41396209597587585
100334,0.37219884991645813
100335,0.48227831721305847
100336,0.5036388635635376
100337,0.5071617960929871
100338,0.5633069276809692
100339,0.42586618661880493
100340,0.3526133894920349
100341,0.40983572602272034
100342,0.43272867798805237
100343,0.41088929772377014
100344,0.2909329831600189
100345,0.3578277826309204
100346,0.3786407709121704
100347,0.4422891438007355
100349,0.5586269497871399
100350,0.5073326230049133
100351,0.4474445581436157
100353,0.5389096736907959
100354,0.6197788119316101
100355,0.3836875557899475
100356,0.5108966827392578
100357,0.5997356176376343
100359,0.4547729790210724
100360,0.38089439272880554
100361,0.4188213050365448
100362,0.394069641828537
100363,0.45426231622695923
100364,0.5210533738136292
100365,0.49994319677352905
100368,0.528171956539154
100369,0.6140312552452087
100370,0.3470529019832611
100371,0.3856826722621918
100372,0.4556249678134918
100373,0.43721336126327515
100374,0.6399898529052734
100375,0.5193344354629517
100376,0.4593546986579895
100377,0.4704957604408264
100378,0.45288705825805664
